,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/30,酒　ヤマニ,paypay W,,"-¥4,700",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1,東急,paypay H,,"-¥2,248",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1,harbs 恵比寿アトレ,現金 H,,"-¥2,780",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1,こめらく　恵比寿アトレ,paypay H,,"-¥1,892",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1,7-Eleven,nanaco W,,-¥699,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1,7-Eleven,nanaco W,,-¥477,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1,lawson 100,paypay W,,-¥95,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1,7-Eleven,nanaco W,,-¥784,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2,マクドナルド,paypay H,,"-¥3,380",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2,hakuta,paypay H,,"-¥10,255",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4,阪急　大井,paypay H,,"-¥4,633",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4,高倉町コーヒー,paypay W,,"-¥2,150",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4,7-Eleven,nanaco W,,"-¥1,117",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,松屋,paypay W,,-¥970,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,東急,paypay H,,"-¥2,801",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,東急,paypay H,,"-¥6,524",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,7-Eleven,nanaco W,,-¥617,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6,kaldi,paypay W,,"-¥2,823",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6,コメダ珈琲,paypay W,,"-¥1,330",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6,7-Eleven,nanaco W,,-¥948,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6,東急,paypay W,,"-¥1,311",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6,ガスト,paypay W,,"-¥2,460",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6,7-Eleven,nanaco W,,-¥180,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7,7-Eleven,nanaco W,,"-¥1,304",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7,McDonald’s,paypay W,,-¥870,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7,からよし,paypay W,,"-¥2,660",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/7,東急,paypay W,,"-¥2,244",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8,東急,paypay W,,"-¥2,645",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8,the Masasada tokyo,paypay W,,-¥860,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8,松屋,paypay W,,-¥740,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8,the Masasada tokyo,paypay W,,-¥680,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8,アレヴェリーテラス　恵比寿,paypay W,,"-¥4,070",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9,7-Eleven,paypay W,,-¥552,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9,daiso,paypay H,,-¥110,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9,feta,paypay W,,"-¥11,054",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,珈琲館,paypay W,,"-¥3,990",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,the third place,paypay W,,"-¥8,180",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,vie de france,paypay W,,-¥555,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,東急,paypay H,,"-¥2,661",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,Third Place Cafe,paypay W,,"-¥8,180",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,大戸屋,paypay W,,-¥710,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,7-Eleven,nanaco W,,"-¥2,793",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,松屋,paypay W,,-¥940,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,松屋,paypay W,,-¥240,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,東急,paypay W,,"-¥2,315",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/12,東急,paypay H,,"-¥3,108",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/13,東急,paypay H,,"-¥1,745",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/14,東急,paypay H,,"-¥1,814",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/15,東急,paypay H,,"-¥5,864",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/15,McDonald’s,paypay W,,-¥900,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/16,7-Eleven,nanaco H,,"-¥2,473",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/16,7-Eleven,nanaco W,,-¥668,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/16,から好し,paypay W,,"-¥1,525",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/16,McDonald’s,paypay W,,"-¥2,370",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/17,東急,paypay H,,"-¥2,723",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/17,ジェシーピザ,現金 H,,"-¥10,549",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18,東急,paypay H,,"-¥4,883",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18,vie de france,paypay H,,"-¥1,020",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18,サンドラッグ,paypay H,,"-¥6,670",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18,くら,paypay W,,"-¥2,885",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18,7-Eleven,nanaco H,,"-¥1,473",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19,東急みかん返金,現金,,¥518,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19,いなげや,paypay H,,"-¥5,302",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19,東急,paypay H,,-¥427,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/20,ikea,paypay H,,"-¥1,770",food,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/20,松屋,paypay W,,-¥830,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/20,sweets plus,paypay H,,"-¥6,200",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/21,McDonald’s,paypay W,,-¥900,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/21,7-Eleven,nanaco W,,-¥250,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/21,大戸屋,paypay H,,"-¥1,910",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/21,東急,paypay H,,"-¥3,715",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/22,Lawson,paypay W,,-¥660,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/22,東急,paypay H,,"-¥3,680",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/22,シータラ,paypay W,,-¥990,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/22,Bondi Cafe,paypay W,,"-¥2,981",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/23,東急,paypay H,,"-¥6,321",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/23,7-Eleven,nanaco H,,"-¥1,676",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/23,から好し,paypay W,,-¥850,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/23,vie de france,paypay W,,"-¥1,532",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/24,東急,paypay H,,"-¥2,980",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/24,kaldi,paypay H,,"-¥1,300",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/24,しんぱち食堂,paypay W,,"-¥3,344",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/25,うおひで,paypay H,,-¥408,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/25,さぼてん,paypay H,,-¥530,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/25,東急,paypay H,,"-¥3,382",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/25,7-Eleven,nanaco W,,-¥965,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/26,東急,paypay W,,"-¥3,566",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/26,7-Eleven,nanaco H,,"-¥1,570",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/26,7-Eleven,nanaco W,,-¥650,,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,大戸屋,paypay W,,"-¥2,190",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,7-Eleven,nanaco W,,"-¥2,572",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,東急,paypay W,,"-¥3,028",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28,Kaldi,paypay W,,"-¥3,354",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28,7-Eleven,nanaco W,,"-¥2,153",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28,東急,paypay W,,"-¥5,803",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29,invader,paypay W,,"-¥3,190",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29,7-Eleven,paypay W,,"-¥3,132",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29,東急,paypay W,,"-¥3,942",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/30,東急,paypay W,,"-¥4,767",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥161,728",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/3,S.Ride,prestia,,"-¥9,790",,大井町まで,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,無印　亀有アリオ,paypay H,,"-¥5,180",,毛布＆化粧水,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4,タクシー,prestia,,"-¥13,400",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,イトーヨーカドー,nanaco H,,"-¥6,072",,下着,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,pasmo　チャージ,現金 H,,"-¥5,000",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/5,アカチャンホンポ,paypay H,,"-¥2,642",,フェイへの贈り物,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6,Amazon JP,paypay H,,"-¥3,733",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,ニトリ,paypay W,,"-¥1,296",,ハンガー,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,ノジマ,paypay W,,-¥359,,シェーバー洗浄液,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,L.L. Bean,paypay W,,"-¥7,438",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10,ミッカ,Cash,,-¥200,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,TIAT Duty Free,paypay W,,"-¥25,440",,Hacci trove,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/13,daiso,paypay H,,-¥110,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/15,Amazon JP,paypay H,,-¥711,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/15,Amazon JP,paypay H,,-¥177,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/16,ココカラファイン,paypay W,,"-¥3,004",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/17,西松屋,paypay H,,"-¥3,908",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/17,マツモトキヨシ,paypay H,,"-¥1,501",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18,daiso,paypay H,,-¥440,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19,seria,paypay H,,"-¥1,980",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19,Amazon JP,paypay H ,,"-¥4,409",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19,Amazon JP,paypay H,,"-¥2,106",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/20,ikea,paypay H,,"-¥2,497",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/20,K’s denki,paypay H,,"-¥1,016",,洗濯機洗剤,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/21,daiso,paypay H,,"-¥1,320",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/21,マツモトキヨシ,paypay H,,-¥988,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/22,ベルメゾン,paypay H,,"-¥8,775",,理咲ブランケット、洗濯網,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/24,loft,paypay H,,"-¥2,200",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/26,オアシス,paypay W,,"-¥1,100",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,Daiso,paypay W,,-¥440,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,Natulear verde,prestia,,"-¥4,950",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,マツモトキヨシ,paypay W,,"-¥4,315",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,mito薬局,現金 H,,-¥810,,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28,Amazon JP,paypay H,,"-¥28,307",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28,Amazon JP,,,"-¥4,363",,,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29,マツモトキヨシ,paypay W,,-¥275,,CR2025 battery,2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29,マツモトキヨシ,paypay W,,"-¥1,476",,"medicine, soap",2024-11,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$90.32,"-¥81,800",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/13,Keplers Books,USAA Visa,-$90.32,,,,2024-11,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/26,イシバシ楽器,prestia,,"-¥59,800",,Keyboard,2024-11,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/26,Maruzen,prestia,,"-¥22,000",,,2024-11,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
Business trip,,,,-$32.13,"-¥11,470",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/15,Daiwa Taxi,prestia,,"-¥11,470",,,2024-11,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/13,Ipoh Garden,USAA Visa,-$32.13,,,,2024-11,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12,,,,"$4,817.14","-¥3,683,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,053,943",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/25,facebook japan,,,"¥1,053,943",,,2024-12,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥3,402,721",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/2,Docomo,ゆうちょ,,"-¥6,636",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/2,国税金,ゆうちょ,,"-¥3,050,800",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/10,東金町小学校,ゆうちょ,,-¥265,,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/14,石原司法書士,prestia,,"-¥53,200",,５月の登記変更代金,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/15,Kidsna sitter,prestia,,"-¥29,585",,ベビーシッター代,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/15,Kidsna sitter,prestia,,"-¥2,634",,面接代,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/16,Post office,Paypay W,,"-¥1,620",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/17,ETC,cash,,"-¥100,000",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/18,018サポート,ゆうちょ,,"¥40,000",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/24,children center,prestia,,"-¥135,028",,１月分シャドー,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/26,Oasis,ゆうちょ,,"-¥10,670",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/27,J-Com,ゆうちょ,,"-¥7,568",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/27,七田,ゆうちょ,,"-¥21,615",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/30,Kumon,ゆうちょ,,"-¥23,100",,,2024-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"$4,821.13",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/11,USAA property and Casualty insurance,USAA,-$62.50,,,,2024-12,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/11,SRE property,USAA,"$5,348.70",,,,2024-12,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/23,???,USAA,-$465.07,,,,2024-12,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥314,713",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/1,くら,paypay W,,"-¥3,170",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/1,おかしのまちおか,paypay W,,-¥385,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/1,東急,paypay W,,"-¥3,139",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/1,東急,paypay W,,"-¥6,696",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/2,東急,paypay H,,"-¥4,687",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/2,7-Eleven,Nanaco W,,"-¥2,168",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/3,ガスト,paypay W,,"-¥3,470",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/3,7-Eleven,Nanaco W,,"-¥2,628",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/4,東急,paypay W,,"-¥5,808",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/4,東急,paypay W,,"-¥5,281",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/4,McDonald’s,Paypay W,,-¥900,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/4,Lawson,Paypay W,,-¥151,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/5,ガスト,paypay W,,"-¥3,950",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/5,7-Eleven,Nanaco W,,-¥250,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/5,7-Eleven,Nanaco W,,-¥764,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/6,Pile Cafe Ebisu,prestia,,"-¥2,900",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/6,一風堂,paypay W,,"-¥2,260",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/6,吉野家,paypay W,,"-¥1,100",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/6,東急,paypay W,,"-¥7,454",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/7,東急,paypay W,,"-¥5,436",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/8,ガスト,paypay W,,"-¥3,660",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/8,7-Eleven,nanaco W,,"-¥3,987",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/9,7-Eleven,nanaco W,,-¥589,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/9,大戸屋,paypay W,,"-¥3,030",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/9,東急,paypay H,,"-¥5,030",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/10,松屋,paypay W,,-¥820,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/10,Saizeriya,prestia,,"-¥3,000",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/10,東急,paypay W,,"-¥6,438",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/11,東急,paypay W,,"-¥2,196",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/12,7-Eleven,nanaco W,,"-¥3,245",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/12,くら,paypay W,,"-¥3,050",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/13,一風堂,paypay W,,"-¥2,400",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/13,東急,paypay W,,"-¥5,920",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/13,Pile Cafe Ebisu,prestia,,"-¥2,900",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/13,7-Eleven,nanaco W,,-¥250,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/13,7-Eleven,nanaco W,,-¥330,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/13,McDonald’s,paypay W,,-¥900,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/14,Lawson,paypay W,,-¥151,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/14,東急,paypay H,,"-¥8,473",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/14,東急,paypay W,,"-¥1,211",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/14,サイゼリヤ,prestia,,"-¥2,860",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/15,Lawson,paypay W,,-¥151,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/15,Invader,Paypay W,,"-¥1,985",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/16,7-Eleven,Paypay W,,-¥520,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/16,7-Eleven,nanaco H,,"-¥1,521",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/16,Starbucks,Paypay W,,"-¥1,490",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/16,東急,paypay W,,"-¥5,195",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/16,7-Eleven,nanaco W,,-¥576,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/16,ガスト,Paypay W,,"-¥4,190",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/17,東急,paypay H ,,"-¥2,019",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/17,東急,paypay W,,"-¥7,056",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/17,Starbucks,Paypay W,,"-¥1,452",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/17,Lawson,Paypay W,,-¥151,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/18,東急,paypay H,,"-¥2,109",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/18,7-Eleven,Paypay W,,-¥180,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/18,kanadelica,Paypay W,,"-¥2,651",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/19,マクドナルド,paypay W,,"-¥1,190",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/19,東急,paypay W,,"-¥3,821",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/19,7-Eleven,Paypay W,,-¥190,,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/20,吉野家,paypay W,,"-¥1,100",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/20,いなげや,paypay H ,,"-¥1,857",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/20,酒　ヤマニ,Paypay W,,"-¥8,500",,,2024-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
